link_id,country,project_id,source_id,relationship,locator,review_status,notes
sen-project-annex-11-sen-aeme-report-2023,SEN,sen-project-annex-11,sen-aeme-report-2023,project_report,2023 programme activities; named programme section,confirmed,Earlier activities are not completion of the investment-plan expansion.
sen-project-annex-12-sen-investment-plan-annexes-mirror,SEN,sen-project-annex-12,sen-investment-plan-annexes-mirror,named_in,"Annex 2, p. 13, row 12",confirmed,Submission identity only; no financing or physical advancement implied.
sen-project-annex-12-sen-aeme-project-12,SEN,sen-project-annex-12,sen-aeme-project-12,project_page,Project heading; details cross-checked against AEME annual report 2023,confirmed,Direct promoter/funder evidence; only the specified project or component is matched.
sen-project-annex-12-sen-aeme-report-2023,SEN,sen-project-annex-12,sen-aeme-report-2023,project_report,2023 programme activities; named programme section,confirmed,Earlier activities are not completion of the investment-plan expansion.
sen-project-annex-13-sen-investment-plan-annexes-mirror,SEN,sen-project-annex-13,sen-investment-plan-annexes-mirror,named_in,"Annex 2, p. 13, row 13",confirmed,Submission identity only; no financing or physical advancement implied.
sen-project-annex-13-sen-aeme-project-13,SEN,sen-project-annex-13,sen-aeme-project-13,project_page,Project heading; details cross-checked against AEME annual report 2023,confirmed,Direct promoter/funder evidence; only the specified project or component is matched.
sen-project-annex-13-sen-aeme-report-2023,SEN,sen-project-annex-13,sen-aeme-report-2023,project_report,2023 programme activities; named programme section,confirmed,Earlier activities are not completion of the investment-plan expansion.
sen-project-annex-14-sen-investment-plan-annexes-mirror,SEN,sen-project-annex-14,sen-investment-plan-annexes-mirror,named_in,"Annex 2, p. 14, row 14",confirmed,Submission identity only; no financing or physical advancement implied.
sen-project-annex-14-sen-aeme-project-14,SEN,sen-project-annex-14,sen-aeme-project-14,project_page,Project heading; details cross-checked against AEME annual report 2023,confirmed,Direct promoter/funder evidence; only the specified project or component is matched.
sen-project-annex-14-sen-aeme-report-2023,SEN,sen-project-annex-14,sen-aeme-report-2023,project_report,2023 programme activities; named programme section,confirmed,Earlier activities are not completion of the investment-plan expansion.
sen-project-annex-15-sen-investment-plan-annexes-mirror,SEN,sen-project-annex-15,sen-investment-plan-annexes-mirror,named_in,"Annex 2, p. 14, row 15",confirmed,Submission identity only; no financing or physical advancement implied.
sen-project-annex-15-sen-investment-plan-l4-mirror,SEN,sen-project-annex-15,sen-investment-plan-l4-mirror,named_in,"p. 33, QW1; main plan crosswalk",confirmed,Same proposal; quick-win rank remains separate from financial and physical statuses.
sen-project-annex-15-sen-senelec-thies-touba-par,SEN,sen-project-annex-15,sen-senelec-thies-touba-par,project_page,"AMI 52/2024, publication 18 October 2024, project description",confirmed,Direct promoter/funder evidence; only the specified project or component is matched.
sen-project-annex-16-sen-investment-plan-annexes-mirror,SEN,sen-project-annex-16,sen-investment-plan-annexes-mirror,named_in,"Annex 2, p. 14, row 16",confirmed,Submission identity only; no financing or physical advancement implied.
sen-project-annex-16-sen-investment-plan-l4-mirror,SEN,sen-project-annex-16,sen-investment-plan-l4-mirror,named_in,"p. 33, QW9; main plan crosswalk",confirmed,Same proposal; quick-win rank remains separate from financial and physical statuses.
sen-project-annex-16-sen-senelec-saloum-tender-2026,SEN,sen-project-annex-16,sen-senelec-saloum-tender-2026,project_page,"AAO 30/2026, pp. 1-2; indexed by Senelec on 9 September 2026",confirmed,Direct promoter/funder evidence; only the specified project or component is matched.
sen-project-annex-17-sen-investment-plan-annexes-mirror,SEN,sen-project-annex-17,sen-investment-plan-annexes-mirror,named_in,"Annex 2, p. 14, row 17",confirmed,Submission identity only; no financing or physical advancement implied.
sen-project-annex-17-sen-investment-plan-l4-mirror,SEN,sen-project-annex-17,sen-investment-plan-l4-mirror,named_in,"p. 33, QW6; main plan crosswalk",confirmed,Same proposal; quick-win rank remains separate from financial and physical statuses.
sen-project-annex-17-sen-pnb-programme,SEN,sen-project-annex-17,sen-pnb-programme,possible_match,Related programme or geographic lead,provisional,"PNB programme and existing biodigester activities collected, but no project-specific official follow-up for the 27000-unit extension located."
sen-project-annex-18-sen-investment-plan-annexes-mirror,SEN,sen-project-annex-18,sen-investment-plan-annexes-mirror,named_in,"Annex 2, p. 14, row 18",confirmed,Submission identity only; no financing or physical advancement implied.
sen-project-annex-19-sen-investment-plan-annexes-mirror,SEN,sen-project-annex-19,sen-investment-plan-annexes-mirror,named_in,"Annex 2, p. 14, row 19",confirmed,Submission identity only; no financing or physical advancement implied.
sen-project-annex-19-sen-investment-plan-l4-mirror,SEN,sen-project-annex-19,sen-investment-plan-l4-mirror,named_in,"p. 33, QW7; main plan crosswalk",confirmed,Same proposal; quick-win rank remains separate from financial and physical statuses.
sen-project-annex-19-sen-cetud-biognv-2021,SEN,sen-project-annex-19,sen-cetud-biognv-2021,possible_match,Related programme or geographic lead,provisional,"Earlier BioGNV award names an initiative; it does not establish identity, finance or delivery of the later production-unit proposal."
sen-project-annex-20-sen-investment-plan-annexes-mirror,SEN,sen-project-annex-20,sen-investment-plan-annexes-mirror,named_in,"Annex 2, p. 14, row 20",confirmed,Submission identity only; no financing or physical advancement implied.
sen-project-annex-20-sen-investment-plan-l4-mirror,SEN,sen-project-annex-20,sen-investment-plan-l4-mirror,named_in,"p. 33, QW11; main plan crosswalk",confirmed,Same proposal; quick-win rank remains separate from financial and physical statuses.
sen-project-annex-20-sen-aner-project-20,SEN,sen-project-annex-20,sen-aner-project-20,project_page,"Public API titleFr, objectiveFr and status; human page URL in source notes",confirmed,Direct promoter/funder evidence; only the specified project or component is matched.
sen-project-annex-21-sen-investment-plan-annexes-mirror,SEN,sen-project-annex-21,sen-investment-plan-annexes-mirror,named_in,"Annex 2, p. 14, row 21",confirmed,Submission identity only; no financing or physical advancement implied.
sen-project-annex-21-sen-bmn-energy-programme,SEN,sen-project-annex-21,sen-bmn-energy-programme,possible_match,Related programme or geographic lead,provisional,"Related industrial energy programmes exist, but the submitted economic-poles proposal is not separately identified by the operator."
sen-project-annex-22-sen-investment-plan-annexes-mirror,SEN,sen-project-annex-22,sen-investment-plan-annexes-mirror,named_in,"Annex 2, p. 14, row 22",confirmed,Submission identity only; no financing or physical advancement implied.
sen-project-annex-22-sen-aner-project-22,SEN,sen-project-annex-22,sen-aner-project-22,project_page,"Public API titleFr, objectiveFr and status; human page URL in source notes",confirmed,Direct promoter/funder evidence; only the specified project or component is matched.
sen-project-annex-23-sen-investment-plan-annexes-mirror,SEN,sen-project-annex-23,sen-investment-plan-annexes-mirror,named_in,"Annex 2, p. 14, row 23",confirmed,Submission identity only; no financing or physical advancement implied.
sen-project-annex-23-sen-aner-project-api,SEN,sen-project-annex-23,sen-aner-project-api,possible_match,Related programme or geographic lead,provisional,Existing health-facility schemes and VEROUHS concern narrower or different activities; no exact whole-programme follow-up located.
sen-project-annex-24-sen-investment-plan-annexes-mirror,SEN,sen-project-annex-24,sen-investment-plan-annexes-mirror,named_in,"Annex 2, p. 14, row 24",confirmed,Submission identity only; no financing or physical advancement implied.
sen-project-annex-24-sen-aner-magazine-2026,SEN,sen-project-annex-24,sen-aner-magazine-2026,project_report,"pp. 32-37, CERER/PTB infrastructure quality programme",confirmed,Direct promoter/funder evidence; only the specified project or component is matched.
sen-project-annex-25-sen-investment-plan-annexes-mirror,SEN,sen-project-annex-25,sen-investment-plan-annexes-mirror,named_in,"Annex 2, p. 14, row 25",confirmed,Submission identity only; no financing or physical advancement implied.
sen-project-annex-25-sen-aner-project-api,SEN,sen-project-annex-25,sen-aner-project-api,possible_match,Related programme or geographic lead,provisional,Generic training and internal capacity statements do not identify the submitted standalone capacity programme.
sen-project-annex-26-sen-investment-plan-annexes-mirror,SEN,sen-project-annex-26,sen-investment-plan-annexes-mirror,named_in,"Annex 2, p. 14, row 26",confirmed,Submission identity only; no financing or physical advancement implied.
sen-project-annex-26-sen-aner-magazine-2026,SEN,sen-project-annex-26,sen-aner-magazine-2026,project_report,"p. 17, interview with ANER director: 300000 household solar kits",confirmed,Direct promoter/funder evidence; only the specified project or component is matched.
sen-project-annex-27-sen-investment-plan-annexes-mirror,SEN,sen-project-annex-27,sen-investment-plan-annexes-mirror,named_in,"Annex 2, p. 15, row 27",confirmed,Submission identity only; no financing or physical advancement implied.
sen-project-annex-27-sen-aner-project-27,SEN,sen-project-annex-27,sen-aner-project-27,project_page,"Public API titleFr, objectiveFr and status; human page URL in source notes",confirmed,Direct promoter/funder evidence; only the specified project or component is matched.
sen-project-annex-28-sen-investment-plan-annexes-mirror,SEN,sen-project-annex-28,sen-investment-plan-annexes-mirror,named_in,"Annex 2, p. 15, row 28",confirmed,Submission identity only; no financing or physical advancement implied.
sen-project-annex-28-sen-aner-project-api,SEN,sen-project-annex-28,sen-aner-project-api,possible_match,Related programme or geographic lead,provisional,No exact solar brackish-water desalination project follow-up located in the checked operator catalogue.
sen-project-annex-29-sen-investment-plan-annexes-mirror,SEN,sen-project-annex-29,sen-investment-plan-annexes-mirror,named_in,"Annex 2, p. 15, row 29",confirmed,Submission identity only; no financing or physical advancement implied.
sen-project-annex-29-sen-aner-project-29,SEN,sen-project-annex-29,sen-aner-project-29,project_page,"Public API titleFr, objectiveFr and status; human page URL in source notes",confirmed,Direct promoter/funder evidence; only the specified project or component is matched.
sen-project-annex-30-sen-investment-plan-annexes-mirror,SEN,sen-project-annex-30,sen-investment-plan-annexes-mirror,named_in,"Annex 2, p. 15, row 30",confirmed,Submission identity only; no financing or physical advancement implied.
sen-project-annex-30-sen-aner-project-api,SEN,sen-project-annex-30,sen-aner-project-api,possible_match,Related programme or geographic lead,provisional,No exact TURBULENT mini-network project page located in the checked operator catalogue.
sen-project-annex-31-sen-investment-plan-annexes-mirror,SEN,sen-project-annex-31,sen-investment-plan-annexes-mirror,named_in,"Annex 2, p. 15, row 31",confirmed,Submission identity only; no financing or physical advancement implied.
sen-project-annex-31-sen-aner-project-31,SEN,sen-project-annex-31,sen-aner-project-31,project_page,"Public API titleFr, objectiveFr and status; human page URL in source notes",confirmed,Direct promoter/funder evidence; only the specified project or component is matched.
sen-project-annex-32-sen-investment-plan-annexes-mirror,SEN,sen-project-annex-32,sen-investment-plan-annexes-mirror,named_in,"Annex 2, p. 15, row 32",confirmed,Submission identity only; no financing or physical advancement implied.
sen-project-annex-32-sen-vemar-fass-ngom,SEN,sen-project-annex-32,sen-vemar-fass-ngom,possible_match,Related programme or geographic lead,provisional,"VEMAR names a 50 MW wind development at Fass Ngom, but the plan promoter is DIENG & Co Engineering and the proposal is hybrid; identity remains unconfirmed."
sen-project-annex-33-sen-investment-plan-annexes-mirror,SEN,sen-project-annex-33,sen-investment-plan-annexes-mirror,named_in,"Annex 2, p. 15, row 33",confirmed,Submission identity only; no financing or physical advancement implied.
sen-project-annex-33-sen-senelec-annual-report-2024,SEN,sen-project-annex-33,sen-senelec-annual-report-2024,possible_match,Related programme or geographic lead,provisional,Broad network-modernisation submission is not a licence to pool all Senelec grid investments under one project identity.
sen-project-annex-34-sen-investment-plan-annexes-mirror,SEN,sen-project-annex-34,sen-investment-plan-annexes-mirror,named_in,"Annex 2, p. 15, row 34",confirmed,Submission identity only; no financing or physical advancement implied.
sen-project-annex-34-sen-uasz-vev-thesis-2024,SEN,sen-project-annex-34,sen-uasz-vev-thesis-2024,project_page_component,Title page and CFPP Village Ecole Vert case study,confirmed,Direct promoter/funder evidence; only the specified project or component is matched.
sen-project-annex-35-sen-investment-plan-annexes-mirror,SEN,sen-project-annex-35,sen-investment-plan-annexes-mirror,named_in,"Annex 2, p. 15, row 35",confirmed,Submission identity only; no financing or physical advancement implied.
sen-project-annex-35-sen-senelec-procurement-2026,SEN,sen-project-annex-35,sen-senelec-procurement-2026,possible_match,Related programme or geographic lead,provisional,Pilot charging-station and regulatory leads located; no official project-level crosswalk to the submitted national rollout.
sen-project-annex-36-sen-investment-plan-annexes-mirror,SEN,sen-project-annex-36,sen-investment-plan-annexes-mirror,named_in,"Annex 2, p. 15, row 36",confirmed,Submission identity only; no financing or physical advancement implied.
sen-project-annex-37-sen-investment-plan-annexes-mirror,SEN,sen-project-annex-37,sen-investment-plan-annexes-mirror,named_in,"Annex 2, p. 15, row 37",confirmed,Submission identity only; no financing or physical advancement implied.
sen-project-annex-38-sen-investment-plan-annexes-mirror,SEN,sen-project-annex-38,sen-investment-plan-annexes-mirror,named_in,"Annex 2, p. 15, row 38",confirmed,Submission identity only; no financing or physical advancement implied.
sen-project-annex-38-sen-mha-sambangalou,SEN,sen-project-annex-38,sen-mha-sambangalou,possible_match,Related programme or geographic lead,provisional,Conventional dam works are not implementation evidence for the proposed pumped-storage addition.
sen-project-qw-02-sen-investment-plan-l4-mirror,SEN,sen-project-qw-02,sen-investment-plan-l4-mirror,named_in,"p. 33, QW2",confirmed,"Quick-win proposal, not approved financing."
sen-project-qw-03-sen-investment-plan-l4-mirror,SEN,sen-project-qw-03,sen-investment-plan-l4-mirror,named_in,"p. 33, QW3",confirmed,"Quick-win proposal, not approved financing."
sen-project-qw-04-sen-investment-plan-l4-mirror,SEN,sen-project-qw-04,sen-investment-plan-l4-mirror,named_in,"p. 33, QW4",confirmed,"Quick-win proposal, not approved financing."
sen-project-qw-08-sen-investment-plan-l4-mirror,SEN,sen-project-qw-08,sen-investment-plan-l4-mirror,named_in,"p. 33, QW8",confirmed,"Quick-win proposal, not approved financing."
sen-project-qw-08-sen-semis-storage-study,SEN,sen-project-qw-08,sen-semis-storage-study,possible_match,Two-site feasibility description,provisional,Earlier site-level feasibility study is not evidence that the broader quick-win network study is contracted or completed.
sen-project-qw-10-sen-investment-plan-l4-mirror,SEN,sen-project-qw-10,sen-investment-plan-l4-mirror,named_in,"p. 33, QW10",confirmed,"Quick-win proposal, not approved financing."
sen-project-qw-10-sen-afd-diass-storage,SEN,sen-project-qw-10,sen-afd-diass-storage,project_report,"Single-page factsheet, Prochaines étapes / impacts",confirmed,Direct funder factsheet identifies Diass storage and two funding contributions. It is undated; 2018 labels the technical assistance only. No disbursement or operational battery inferred.
sen-resume-sen-project-qw-10-sen-diass-groundbreaking-2026,SEN,sen-project-qw-10,sen-diass-groundbreaking-2026,project_report,20 April 2026 notice; ceremony and funding paragraphs,confirmed,
sen-resume-sen-project-annex-19-sen-ifc-biogas-609428,SEN,sen-project-annex-19,sen-ifc-biogas-609428,project_report,"Summary of Advisory Services: approval date, project description, budget",confirmed,
sen-resume-sen-project-annex-19-sen-ifc-cetud-ppp-2025,SEN,sen-project-annex-19,sen-ifc-cetud-ppp-2025,project_report,8 May 2025; first project and transaction-advisor role,confirmed,
sen-resume-sen-project-annex-19-sen-swedfund-biofuels,SEN,sen-project-annex-19,sen-swedfund-biofuels,project_report,Roadmap for biogas in Dakar transport,confirmed,Same preparatory workstream named in Annex 8 p.150; not plant capital finance.
sen-resume-sen-project-annex-02-sen-kasofor-afd,SEN,sen-project-annex-02,sen-kasofor-afd,possible_match,Project purpose and beneficiaries,provisional,Related or inaccessible route; exact plan-project match remains unconfirmed.
sen-resume-sen-project-annex-02-sen-kasofor-fondem,SEN,sen-project-annex-02,sen-kasofor-fondem,possible_match,Consortium and project perimeter,provisional,Related or inaccessible route; exact plan-project match remains unconfirmed.
sen-resume-sen-project-annex-05-sen-aser-www-retry,SEN,sen-project-annex-05,sen-aser-www-retry,possible_match,Connection refused,provisional,Related or inaccessible route; exact plan-project match remains unconfirmed.
sen-resume-sen-project-annex-05-sen-gov-access-project-fiches,SEN,sen-project-annex-05,sen-gov-access-project-fiches,possible_match,TLS validation failure,provisional,Related or inaccessible route; exact plan-project match remains unconfirmed.
sen-resume-sen-project-annex-06-sen-aser-www-retry,SEN,sen-project-annex-06,sen-aser-www-retry,possible_match,Connection refused,provisional,Related or inaccessible route; exact plan-project match remains unconfirmed.
sen-resume-sen-project-annex-07-sen-aser-www-retry,SEN,sen-project-annex-07,sen-aser-www-retry,possible_match,Connection refused,provisional,Related or inaccessible route; exact plan-project match remains unconfirmed.
sen-resume-sen-project-annex-17-sen-pnb-biogas-model,SEN,sen-project-annex-17,sen-pnb-biogas-model,possible_match,Programme credit model,provisional,Related or inaccessible route; exact plan-project match remains unconfirmed.
sen-resume-sen-project-annex-17-sen-pnb-financing-partners,SEN,sen-project-annex-17,sen-pnb-financing-partners,possible_match,FONGIP guarantees,provisional,Related or inaccessible route; exact plan-project match remains unconfirmed.
sen-resume-sen-project-annex-18-sen-offgrid-muchcooler-eoi-2026,SEN,sen-project-annex-18,sen-offgrid-muchcooler-eoi-2026,possible_match,4 February 2026 expression of interest,provisional,Related or inaccessible route; exact plan-project match remains unconfirmed.
sen-resume-sen-project-annex-18-sen-offgrid-africool-mou-2025,SEN,sen-project-annex-18,sen-offgrid-africool-mou-2025,possible_match,9 October 2025 memorandum,provisional,Related or inaccessible route; exact plan-project match remains unconfirmed.
sen-resume-sen-project-annex-18-sen-offgrid-muchcooler-product,SEN,sen-project-annex-18,sen-offgrid-muchcooler-product,possible_match,Podor first deployment; technical specifications,provisional,Related or inaccessible route; exact plan-project match remains unconfirmed.
sen-resume-sen-project-annex-25-sen-caa-aner-capacity-065,SEN,sen-project-annex-25,sen-caa-aner-capacity-065,possible_match,ANER climate-finance assistance; archive HTTP403,provisional,Related or inaccessible route; exact plan-project match remains unconfirmed.
sen-resume-sen-project-annex-25-sen-giz-ped2-2024,SEN,sen-project-annex-25,sen-giz-ped2-2024,possible_match,PED II partner list and 2022-2025 period,provisional,Related or inaccessible route; exact plan-project match remains unconfirmed.
sen-resume-sen-project-annex-28-sen-aner-magazine-2026,SEN,sen-project-annex-28,sen-aner-magazine-2026,possible_match,Printed p.15: Gandiaye pilot,provisional,Related or inaccessible route; exact plan-project match remains unconfirmed.
sen-resume-sen-project-annex-28-sen-aner-gandiaye-tender-2020,SEN,sen-project-annex-28,sen-aner-gandiaye-tender-2020,possible_match,2020 tender route now returns HTML,provisional,Related or inaccessible route; exact plan-project match remains unconfirmed.
sen-resume-sen-project-annex-33-sen-afd-arescaleup-2025,SEN,sen-project-annex-33,sen-afd-arescaleup-2025,possible_match,Smartgrid Senegal section,provisional,Related or inaccessible route; exact plan-project match remains unconfirmed.
sen-resume-sen-project-annex-35-sen-irve-framework-tender-2026,SEN,sen-project-annex-35,sen-irve-framework-tender-2026,possible_match,Notice 107072743; archive HTTP403,provisional,Related or inaccessible route; exact plan-project match remains unconfirmed.
sen-resume-sen-project-annex-37-sen-mha-water-compact-2026,SEN,sen-project-annex-37,sen-mha-water-compact-2026,possible_match,April 2026 water compact; borehole solarisation targets,provisional,Related or inaccessible route; exact plan-project match remains unconfirmed.
sen-resume-sen-project-annex-38-sen-omvg-portal-retry,SEN,sen-project-annex-38,sen-omvg-portal-retry,possible_match,Connection aborted,provisional,Related or inaccessible route; exact plan-project match remains unconfirmed.
sen-resume-sen-project-annex-38-sen-omvg-energy-portal,SEN,sen-project-annex-38,sen-omvg-energy-portal,possible_match,Conventional dam project definition,provisional,Related or inaccessible route; exact plan-project match remains unconfirmed.
sen-resume-sen-project-qw-04-sen-aser-www-retry,SEN,sen-project-qw-04,sen-aser-www-retry,possible_match,Connection refused,provisional,Programme source access remains blocked.
sen-resume-sen-project-qw-08-sen-afd-arescaleup-2025,SEN,sen-project-qw-08,sen-afd-arescaleup-2025,possible_match,Smartgrid Senegal section,provisional,Diass feasibility support is not the later whole-network quick-win study.
sen-resume-sen-project-annex-03-sen-investment-plan-l4-mirror,SEN,sen-project-annex-03,sen-investment-plan-l4-mirror,project_report,"Printed p.42, named project cost",confirmed,Join by title; summary uses public-project numbering.
sen-resume-sen-project-annex-05-sen-investment-plan-l4-mirror,SEN,sen-project-annex-05,sen-investment-plan-l4-mirror,project_report,"Printed p.42, named project cost",confirmed,Join by title; summary uses public-project numbering.
sen-resume-sen-project-annex-06-sen-investment-plan-l4-mirror,SEN,sen-project-annex-06,sen-investment-plan-l4-mirror,project_report,"Printed p.42, named project cost",confirmed,Join by title; summary uses public-project numbering.
sen-resume-sen-project-annex-07-sen-investment-plan-l4-mirror,SEN,sen-project-annex-07,sen-investment-plan-l4-mirror,project_report,"Printed p.42, named project cost",confirmed,Join by title; summary uses public-project numbering.
sen-resume-sen-project-annex-08-sen-investment-plan-l4-mirror,SEN,sen-project-annex-08,sen-investment-plan-l4-mirror,project_report,"Printed p.43, named project cost",confirmed,Join by title; summary uses public-project numbering.
sen-resume-sen-project-annex-09-sen-investment-plan-l4-mirror,SEN,sen-project-annex-09,sen-investment-plan-l4-mirror,project_report,"Printed p.43, named project cost",confirmed,Join by title; summary uses public-project numbering.
sen-resume-sen-project-annex-10-sen-investment-plan-l4-mirror,SEN,sen-project-annex-10,sen-investment-plan-l4-mirror,project_report,"Printed p.43, named project cost",confirmed,Join by title; summary uses public-project numbering.
sen-resume-sen-project-annex-11-sen-investment-plan-l4-mirror,SEN,sen-project-annex-11,sen-investment-plan-l4-mirror,project_report,"Printed p.43, named project cost",confirmed,Join by title; summary uses public-project numbering.
sen-resume-sen-project-annex-12-sen-investment-plan-l4-mirror,SEN,sen-project-annex-12,sen-investment-plan-l4-mirror,project_report,"Printed p.43, named project cost",confirmed,Join by title; summary uses public-project numbering.
sen-resume-sen-project-annex-13-sen-investment-plan-l4-mirror,SEN,sen-project-annex-13,sen-investment-plan-l4-mirror,project_report,"Printed p.43, named project cost",confirmed,Join by title; summary uses public-project numbering.
sen-resume-sen-project-annex-14-sen-investment-plan-l4-mirror,SEN,sen-project-annex-14,sen-investment-plan-l4-mirror,project_report,"Printed p.43, named project cost",confirmed,Join by title; summary uses public-project numbering.
sen-resume-sen-project-annex-15-sen-investment-plan-l4-mirror,SEN,sen-project-annex-15,sen-investment-plan-l4-mirror,project_report,"Printed p.41, named project cost",confirmed,Join by title; summary uses public-project numbering.
sen-resume-sen-project-annex-16-sen-investment-plan-l4-mirror,SEN,sen-project-annex-16,sen-investment-plan-l4-mirror,project_report,"Printed p.42, named project cost",confirmed,Join by title; summary uses public-project numbering.
sen-resume-sen-project-annex-17-sen-investment-plan-l4-mirror,SEN,sen-project-annex-17,sen-investment-plan-l4-mirror,project_report,"Printed p.42, named project cost",confirmed,Join by title; summary uses public-project numbering.
sen-resume-sen-project-annex-19-sen-investment-plan-l4-mirror,SEN,sen-project-annex-19,sen-investment-plan-l4-mirror,project_report,"Printed p.43, named project cost",confirmed,Join by title; summary uses public-project numbering.
sen-resume-sen-project-annex-20-sen-investment-plan-l4-mirror,SEN,sen-project-annex-20,sen-investment-plan-l4-mirror,project_report,"Printed p.44, named project cost",confirmed,Join by title; summary uses public-project numbering.
sen-resume-sen-project-annex-21-sen-investment-plan-l4-mirror,SEN,sen-project-annex-21,sen-investment-plan-l4-mirror,project_report,"Printed p.44, named project cost",confirmed,Join by title; summary uses public-project numbering.
sen-resume-sen-project-annex-22-sen-investment-plan-l4-mirror,SEN,sen-project-annex-22,sen-investment-plan-l4-mirror,project_report,"Printed p.44, named project cost",confirmed,Join by title; summary uses public-project numbering.
sen-resume-sen-project-annex-23-sen-investment-plan-l4-mirror,SEN,sen-project-annex-23,sen-investment-plan-l4-mirror,project_report,"Printed p.42, named project cost",confirmed,Join by title; summary uses public-project numbering.
sen-resume-sen-project-annex-24-sen-investment-plan-l4-mirror,SEN,sen-project-annex-24,sen-investment-plan-l4-mirror,project_report,"Printed p.42, named project cost",confirmed,Join by title; summary uses public-project numbering.
sen-resume-sen-project-annex-25-sen-investment-plan-l4-mirror,SEN,sen-project-annex-25,sen-investment-plan-l4-mirror,project_report,"Printed p.42, named project cost",confirmed,Join by title; summary uses public-project numbering.
sen-resume-sen-project-annex-26-sen-investment-plan-l4-mirror,SEN,sen-project-annex-26,sen-investment-plan-l4-mirror,project_report,"Printed p.42, named project cost",confirmed,Join by title; summary uses public-project numbering.
sen-resume-sen-project-annex-27-sen-investment-plan-l4-mirror,SEN,sen-project-annex-27,sen-investment-plan-l4-mirror,project_report,"Printed p.44, named project cost",confirmed,Join by title; summary uses public-project numbering.
sen-resume-sen-project-annex-28-sen-investment-plan-l4-mirror,SEN,sen-project-annex-28,sen-investment-plan-l4-mirror,project_report,"Printed p.44, named project cost",confirmed,Join by title; summary uses public-project numbering.
sen-resume-sen-project-annex-29-sen-investment-plan-l4-mirror,SEN,sen-project-annex-29,sen-investment-plan-l4-mirror,project_report,"Printed p.44, named project cost",confirmed,Join by title; summary uses public-project numbering.
sen-resume-sen-project-annex-31-sen-investment-plan-l4-mirror,SEN,sen-project-annex-31,sen-investment-plan-l4-mirror,project_report,"Printed p.43, named project cost",confirmed,Join by title; summary uses public-project numbering.
sen-resume-sen-project-annex-33-sen-investment-plan-l4-mirror,SEN,sen-project-annex-33,sen-investment-plan-l4-mirror,project_report,"Printed p.41, named project cost",confirmed,Join by title; summary uses public-project numbering.
sen-resume-sen-project-annex-36-sen-investment-plan-l4-mirror,SEN,sen-project-annex-36,sen-investment-plan-l4-mirror,project_report,"Printed p.44, named project cost",confirmed,Join by title; summary uses public-project numbering.
sen-resume-sen-project-annex-37-sen-investment-plan-l4-mirror,SEN,sen-project-annex-37,sen-investment-plan-l4-mirror,project_report,"Printed p.44, named project cost",confirmed,Join by title; summary uses public-project numbering.
sen-dig-sen-artelia-thiestouba-gbif,SEN,sen-project-annex-15,sen-artelia-thiestouba-gbif,project_report,"project.abstract, project.funding; DOI 10.15468/r5fqf9",confirmed,Matches Senelec/AFD two 50MWc plants with 30MW/90MWh each. Sites Touba-Toul and Dealy. Metadata does not establish capital-finance terms.
sen-dig-sen-boad-ouarkhokh-esia,SEN,sen-project-qw-02,sen-boad-ouarkhokh-esia,possible_match,Printed p.16; cover February 2026 provisional; consultation pp.346-347,provisional,"Plan p.53 locates Champions Nationaux at Koungheul/Linguere. Ouarkhokh study concerns Senelec/Huawei 50MWc in Linguere, but no proof of the proposed IPP vehicle. February report already mentions an MoU; do not date its first signing from August news."
sen-dig-sen-senelec-huawei-mou-social,SEN,sen-project-qw-02,sen-senelec-huawei-mou-social,possible_match,"Operator post: Linguere, Koungheul and Shenzhen",provisional,Same geography and solar size as QW2; proposed ownership and financing crosswalk remains unconfirmed.
sen-dig-sen-rts-huawei-mou-2026,SEN,sen-project-qw-02,sen-rts-huawei-mou-2026,possible_match,12 August 2026 report of 11 August visit and MoU,provisional,"Corroborates announcement, not Champions Nationaux SPV, financial close or first-ever MoU."
sen-dig-sen-mrv-350-villages,SEN,sen-project-annex-05,sen-mrv-350-villages,possible_match,2025 Senegal catalogue entry: 10MW mini-grids in 350 villages,provisional,Specific contractor feasibility-study lead. No village list or plan project identifier in collected catalogue; do not equate all 350-village programmes.
sen-scout-sen-project-qw-04-sen-scout-puelec-commissioning-2025,SEN,sen-project-qw-04,sen-scout-puelec-commissioning-2025,project_page_component,Title; 6 November two-day tour; contractor/state-funding paragraph,confirmed,"Exact PUELEC parent name, ASER supervision and state funder. Three-village component only; no linkage to the 350/330/600-village proposals and no JETP funding attribution."
sen-scout-sen-project-qw-04-sen-scout-energy-policy-evaluation,SEN,sen-project-qw-04,sen-scout-energy-policy-evaluation,project_report,PUELEC phase 1 paragraph,confirmed,Historical parent-programme corroboration; validation is not signed finance.
sen-scout-sen-project-qw-04-sen-scout-puelec-pip-2026,SEN,sen-project-qw-04,sen-scout-puelec-pip-2026,possible_match,PUELEC 1 / Sagemcom indexed investment-programming row,provisional,Direct download connection reset; indexed lead not promoted to an archived financial claim.
sen-scout-sen-project-annex-05-sen-scout-giz-ped2-project,SEN,sen-project-annex-05,sen-scout-giz-ped2-project,possible_match,Project 2020.2099.8; GFA participant,provisional,"PED II institutional context, no ASER/MRV contract or village-list join."
sen-scout-sen-project-annex-17-sen-scout-clean-cooking-strategy,SEN,sen-project-annex-17,sen-scout-clean-cooking-strategy,possible_match,"Table 3, printed p.25: PNB baseline and 2030 target",provisional,"Historical programme baseline and national target, not delivery of the proposed JETP extension."
